run_id,scenario,mode,seed,noise_std,risk_threshold,risk_threshold_low,cooldown_steps,reliability,delay_steps,risk_weights,risk_lookahead_steps,safe_speed_ratio,critical_sep_factor,trend_release_delta,violation_rate,collision_rate,near_miss_rate,intervention_rate,override_success_rate,mean_intervention_delay,operator_workload,mean_drift,p95_drift,mean_latency_ms,risk_mean,risk_p05,risk_p25,risk_p50,risk_p75,risk_p95,separation_risk_mean,congestion_risk_mean,speed_risk_mean,uncertainty_risk_mean,human_activation_count,cooldown_skips,suppressed_request_count,suppressed_critical_count,cooldown_release_count,critical_override_count,critical_trigger_rate,trigger_active_rate,confidence_mean,false_intervention_rate,repeated_intervention_rate,post_intervention_violation_rate,mean_drift_after_intervention,min_predicted_distance_mean
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed59,sudden_emergency,adaptive_hitl,59,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.11333333333333333,0.0,0.5466666666666666,0.74,0.8468468468468469,0.0,0.74,8.709232325043978,20.44416708166078,0.6921921872223417,0.8336564927622734,0.28324485992087667,0.5843234003210909,1.0,1.0,1.0,0.5726033741239258,0.319124189976168,0.9154040153085979,0.6381818247231822,111,39,39,0,105,105,0.7,0.9733333333333334,0.9500000000000002,0.13513513513513514,0.9099099099099099,0.13385826771653545,10.314284412233125,0.9670318290068924
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed1059,sudden_emergency,adaptive_hitl,1059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.05333333333333334,0.0,0.013333333333333334,0.7866666666666666,0.9322033898305084,0.0,0.7866666666666666,22.090910435551326,53.90788660630755,0.5121020150060455,0.8114817709635859,0.21599999999993508,0.697091379783393,1.0,1.0,1.0,0.017340390429291936,0.013133430210970198,0.9593894819175803,0.64,118,32,32,0,112,112,0.7466666666666667,1.0,0.9500000000000002,0.0847457627118644,0.9322033898305084,0.061068702290076333,25.945570434345317,12.38031704343514
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed2059,sudden_emergency,adaptive_hitl,2059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.04,0.0,0.10666666666666667,0.7933333333333333,0.9495798319327731,0.0,0.7933333333333333,10.978028924018611,40.07339407019416,0.5125924797418216,0.8459852295450804,0.21344721534488098,1.0,1.0,1.0,1.0,0.0676805312892376,0.04982788848815695,0.7243977345329542,0.64,119,15,15,0,117,117,0.78,0.8733333333333333,0.9500000000000002,0.058823529411764705,0.9663865546218487,0.04838709677419355,12.673675492345936,7.962725039802351
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed3059,sudden_emergency,adaptive_hitl,3059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.07333333333333333,0.006666666666666667,0.02,0.76,0.9035087719298246,0.0,0.76,9.851820618020113,28.354782021952172,0.5309000277581314,0.8131456031018226,0.18599999999996067,0.525674725624474,1.0,1.0,1.0,0.09592884099731418,0.05346253279520391,0.7338707172386887,0.6381730619996772,114,30,30,0,109,109,0.7266666666666667,0.9266666666666666,0.9500000000000002,0.07894736842105263,0.9385964912280702,0.08,11.535480129849674,6.411300842551888
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed4059,sudden_emergency,adaptive_hitl,4059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.1,0.0,1.26,0.8333333333333334,0.88,0.0,0.8333333333333334,11.968234732148451,38.074317613827844,0.8414239219079415,0.893033433208645,0.3944949872705384,1.0,1.0,1.0,1.0,0.6383665609254902,0.46278360665531487,0.9098389283314547,0.6342065775338364,125,25,25,0,121,121,0.8066666666666666,1.0,0.9500000000000002,0.072,0.944,0.1111111111111111,13.18643518665855,0.7768919837985009
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed5059,sudden_emergency,adaptive_hitl,5059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.07333333333333333,0.006666666666666667,0.19333333333333333,0.7666666666666667,0.9043478260869565,0.0,0.7666666666666667,11.548358459250968,30.261040364975326,0.5901600265254577,0.8165724709674125,0.2459999999998763,0.52603539552299,1.0,1.0,1.0,0.20956403982773977,0.12167600921228844,0.9185846227080412,0.639699317948575,115,35,35,0,109,109,0.7266666666666667,1.0,0.9500000000000002,0.11304347826086956,0.9304347826086956,0.078125,13.253230022565482,6.597570866660492
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed6059,sudden_emergency,adaptive_hitl,6059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.006666666666666667,0.006666666666666667,0.8866666666666667,0.8666666666666667,0.9923076923076923,0.0,0.8666666666666667,7.820094715109705,36.1814937000703,0.4743835935369134,0.9207800164181495,0.4388872172674293,1.0,1.0,1.0,1.0,0.6683533228462705,0.37075730154755293,0.6967314378175343,0.64,130,20,20,0,128,127,0.8466666666666667,1.0,0.9500000000000002,0.08461538461538462,0.9538461538461539,0.0,8.396364955504524,0.8951437205080734
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed7059,sudden_emergency,adaptive_hitl,7059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.04,0.0,0.30666666666666664,0.76,0.9473684210526315,0.0,0.76,11.689917457526258,23.305269373313237,0.5427189365339776,0.8248445282422184,0.24599999999982994,1.0,1.0,1.0,1.0,0.2748161556346381,0.14274194595467105,0.9511611626995153,0.6378688825117176,114,10,10,0,113,113,0.7533333333333333,0.8133333333333334,0.9500000000000002,0.043859649122807015,0.9736842105263158,0.05128205128205128,13.408862084183635,5.532765368491485
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed8059,sudden_emergency,adaptive_hitl,8059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.1,0.006666666666666667,0.006666666666666667,0.8,0.875,0.0,0.8,12.895730757892444,31.40001741031695,0.5617227319938441,0.8252390858567034,0.24099158032919454,0.6903873242675678,1.0,1.0,1.0,0.04254815491640787,0.020779551163477596,0.9368757521467698,0.638671871451837,120,30,30,0,115,112,0.7466666666666667,1.0,0.9500000000000002,0.1,0.9166666666666666,0.1044776119402985,14.788804092477285,5.7664221091213985
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed9059,sudden_emergency,adaptive_hitl,9059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.02666666666666667,0.0,0.36,0.7933333333333333,0.9663865546218487,0.0,0.7933333333333333,13.681208276229318,37.73060609525239,0.47997637496640283,0.8561262910804227,0.251095205181483,1.0,1.0,1.0,1.0,0.4384112418127619,0.22254887669770076,0.8068715129688339,0.6394865248253105,119,31,31,0,115,115,0.7666666666666667,1.0,0.9500000000000002,0.10084033613445378,0.9327731092436975,0.030534351145038167,15.657564050771406,1.768828370060227
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed10059,sudden_emergency,adaptive_hitl,10059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.06666666666666667,0.0,0.18666666666666668,0.8466666666666667,0.9212598425196851,0.0,0.8466666666666667,11.447349602029773,28.333214613804145,0.5735130716736118,0.9011361972304256,0.26169152644299715,1.0,1.0,1.0,1.0,0.12083952035465624,0.08376283433281491,0.9690179883123564,0.6383769189601225,127,23,23,0,123,123,0.82,1.0,0.9500000000000002,0.09448818897637795,0.952755905511811,0.0661764705882353,12.358028551552467,4.09755169934874
hitl_sudden_emergency_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.95_delay0_seed11059,sudden_emergency,adaptive_hitl,11059,0.1,0.4,0.2,5,0.95,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",5,0.8,1.0,0.15,0.1,0.006666666666666667,0.49333333333333335,0.78,0.8717948717948718,0.0,0.78,16.044538971380245,29.66684257055622,0.7086328137665987,0.8200964965720097,0.24599999999992472,0.48923976216092924,1.0,1.0,1.0,0.4898128649010502,0.25817946188793406,0.9937204906532497,0.6397078656567545,117,33,33,0,111,111,0.74,1.0,0.9500000000000002,0.08547008547008547,0.9316239316239316,0.1076923076923077,18.51605355843365,1.5781626124409356
