run_id,scenario,mode,seed,noise_std,risk_threshold,risk_threshold_low,cooldown_steps,reliability,delay_steps,risk_weights,risk_lookahead_steps,safe_speed_ratio,critical_sep_factor,trend_release_delta,violation_rate,collision_rate,near_miss_rate,intervention_rate,override_success_rate,mean_intervention_delay,operator_workload,mean_drift,p95_drift,mean_latency_ms,risk_mean,risk_p05,risk_p25,risk_p50,risk_p75,risk_p95,separation_risk_mean,congestion_risk_mean,speed_risk_mean,uncertainty_risk_mean,human_activation_count,cooldown_skips,suppressed_request_count,suppressed_critical_count,cooldown_release_count,critical_override_count,critical_trigger_rate,trigger_active_rate,confidence_mean,false_intervention_rate,repeated_intervention_rate,post_intervention_violation_rate,mean_drift_after_intervention,min_predicted_distance_mean
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed59,bottleneck,adaptive_hitl,59,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.15333333333333332,0.0,0.02666666666666667,0.6933333333333334,0.7788461538461539,0.0,0.6933333333333334,10.723656167648858,32.03760752752325,0.5135705314266185,0.7696244296537003,0.24599999999986816,0.454891294026231,1.0,1.0,1.0,0.1031675999489728,0.049580006443348194,0.9442785726048375,0.64,104,46,46,0,94,94,0.6266666666666667,1.0,0.9000000000000004,0.11538461538461539,0.8942307692307693,0.1885245901639344,13.694666752293884,3.793412017301513
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed1059,bottleneck,adaptive_hitl,1059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.07333333333333333,0.0,0.3,0.8066666666666666,0.9090909090909091,0.0,0.8066666666666666,14.90165660620109,32.33478671740057,0.5430700218615433,0.9203214774696187,0.6176213083236183,1.0,1.0,1.0,1.0,0.1910032781523072,0.14342423645366742,0.9796477149213261,0.6395059469916106,121,29,29,0,115,115,0.7666666666666667,1.0,0.9000000000000004,0.049586776859504134,0.9421487603305785,0.08333333333333333,17.04508929540006,6.283399089724569
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed2059,bottleneck,adaptive_hitl,2059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.08,0.006666666666666667,0.26,0.76,0.8947368421052632,0.0,0.76,6.031468483958948,22.13057354567458,0.40401111589744687,0.8285354773043978,0.27717253417560045,0.5147776637977645,1.0,1.0,1.0,0.4799820396212393,0.25809178022910717,0.5793595578881219,0.631843293598175,114,36,36,0,107,107,0.7133333333333334,1.0,0.9000000000000004,0.07894736842105263,0.9210526315789473,0.09375,6.848613582588102,1.6474924878229205
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed3059,bottleneck,adaptive_hitl,3059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.13333333333333333,0.0,0.16666666666666666,0.7666666666666667,0.8260869565217391,0.0,0.7666666666666667,15.371492209283025,37.5202543017283,0.5171800008974969,0.8590840062461825,0.45347861271363105,0.6659498739395373,1.0,1.0,1.0,0.26573234067816565,0.17449030803129886,0.7905538165416859,0.6351472742165233,115,35,35,0,108,108,0.72,1.0,0.9000000000000004,0.0782608695652174,0.9217391304347826,0.15503875968992248,17.73179230957047,2.50666363452933
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed4059,bottleneck,adaptive_hitl,4059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.16,0.0,0.24,0.7866666666666666,0.7966101694915254,0.0,0.7866666666666666,10.292669883254263,27.147511695537872,0.5715963609206179,0.9034728891578713,0.5872868897054613,0.7558749999998766,1.0,1.0,1.0,0.535623609103697,0.30158142379077085,0.9623996862350394,0.6371550442329486,118,32,32,0,112,112,0.7466666666666667,1.0,0.9000000000000004,0.059322033898305086,0.9322033898305084,0.183206106870229,11.688497034429105,1.5130362233088532
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed5059,bottleneck,adaptive_hitl,5059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.16666666666666666,0.02,0.18,0.7933333333333333,0.7899159663865546,0.0,0.7933333333333333,11.45872031000823,37.96694590410789,0.5727111004913846,0.8832951863839533,0.3571436301586469,1.0,1.0,1.0,1.0,0.16226717591230644,0.09778437445775534,0.8810157946214179,0.6303359521773554,119,29,29,0,115,115,0.7666666666666667,0.98,0.9000000000000004,0.04201680672268908,0.9327731092436975,0.17557251908396945,13.146437959186644,5.052191698219229
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed6059,bottleneck,adaptive_hitl,6059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.1,0.0,0.9066666666666666,0.7533333333333333,0.8672566371681416,0.0,0.7533333333333333,6.715750805471692,35.874072375321816,0.5144325092745324,0.8695849330184302,0.4285217074156085,0.6662828064842328,1.0,1.0,1.0,0.6810758354863172,0.4055467758043407,0.6641798039185922,0.6348081429327146,113,37,37,0,107,106,0.7066666666666667,1.0,0.9000000000000004,0.05309734513274336,0.911504424778761,0.11627906976744186,7.781799271622892,0.8744440931326957
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed7059,bottleneck,adaptive_hitl,7059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.13333333333333333,0.0,0.02666666666666667,0.7266666666666667,0.8165137614678899,0.0,0.7266666666666667,13.436872801584723,30.218888421327186,0.5026285497782131,0.7960600879933921,0.23065305671479974,0.4470825828883567,1.0,1.0,1.0,0.02633255639450117,0.02276021819323907,0.9644469982278782,0.64,109,10,10,0,107,107,0.7133333333333334,0.78,0.9000000000000004,0.027522935779816515,0.9724770642201835,0.17857142857142858,16.434537823122625,14.92249368126992
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed8059,bottleneck,adaptive_hitl,8059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.16,0.0,0.0,0.8333333333333334,0.808,0.0,0.8333333333333334,16.564233395112716,30.847213102405256,0.5357421624163786,0.8712336084680231,0.2459999999999154,1.0,1.0,1.0,1.0,0.04920774605196069,0.02282020147488083,0.9695711997674501,0.64,125,25,25,0,120,120,0.8,1.0,0.9000000000000004,0.056,0.952,0.1791044776119403,18.439723924627838,6.666991948623953
hitl_bottleneck_adaptive_hitl_noise0.1_thr0.4_low0.2_cool5_rel0.9_delay0_seed9059,bottleneck,adaptive_hitl,9059,0.1,0.4,0.2,5,0.9,0,"{""separation"": 0.45, ""congestion"": 0.25, ""speed"": 0.15, ""uncertainty"": 0.15}",3,0.8,0.5,0.2,0.10666666666666667,0.006666666666666667,0.9,0.8466666666666667,0.8740157480314961,0.0,0.8466666666666667,13.466364434259638,37.21493078802233,0.46487196115776896,0.9440937235082771,0.6768705285267151,1.0,1.0,1.0,1.0,0.5499397282673687,0.3385638695322273,0.76107439133659,0.64,127,23,23,0,124,124,0.8266666666666667,1.0,0.9000000000000004,0.031496062992125984,0.9448818897637795,0.10869565217391304,14.961924887575572,1.423850126773904
